Area (Hectares),N,P,K,pH,Temperature,Rainfall,Humidity,Crop Name,Yield
0.21702702,91,16,23,7.4,22,235,84,Sugarcane,49.30694778
0.13456184,91,16,23,7.4,25,233,57,Wheat,1.45716385
0.223729781,91,16,23,7.4,28,198,61,Paddy,2.121436358
0.159660727,91,16,23,7.4,15,244,60,Sugarcane,58.72401546
0.192100591,91,16,23,7.4,32,228,57,Paddy,2.085322777
0.196533259,91,16,23,7.4,14,192,88,Sugarcane,47.56610751
0.084984962,91,16,23,7.4,31,232,77,Maize,1.39003908
0.175679721,91,16,23,7.4,26,166,73,Paddy,1.188923454
0.083935067,91,16,23,7.4,32,236,75,Maize,1.51468196
0.009424875,91,16,23,7.4,32,173,74,Maize,1.26020526
0.404049693,91,16,23,7.4,14,183,62,Sugarcane,48.78890061
0.021285141,91,16,23,7.4,23,166,81,Wheat,2.953687275
0.301897429,91,16,23,7.4,16,168,87,Sugarcane,48.88064116
0.040104066,91,16,23,7.4,26,247,56,Sugarcane,53.90319355
0.144554835,91,16,23,7.4,17,182,64,Wheat,1.807063407
0.212208503,91,16,23,7.4,7,151,69,Sugarcane,49.50211289
0.409007153,91,16,23,7.4,27,173,73,Maize,1.013212663
0.342417492,91,16,23,7.4,10,187,81,Wheat,1.372865861
0.377246206,91,16,23,7.4,30,212,77,Sugarcane,44.84527048
0.413669138,91,16,23,7.4,19,214,82,Sugarcane,55.16203375
0.316327857,91,16,23,7.4,12,175,87,Maize,1.74040377
0.07673738,91,16,23,7.4,18,213,66,Wheat,2.028695925
0.138025039,91,16,23,7.4,28,188,80,Paddy,1.363893589
0.363938554,91,16,23,7.4,20,155,64,Sugarcane,43.64260744
0.116758903,91,16,23,7.4,18,225,88,Sugarcane,48.57243304
0.061800958,91,16,23,7.4,11,199,63,Sugarcane,57.48079394
0.101108072,91,16,23,7.4,9,226,87,Paddy,2.820330449
0.248794242,91,16,23,7.4,21,246,59,Paddy,1.556677531
0.283321104,91,16,23,7.4,23,159,83,Paddy,1.722684368
0.188482118,91,16,23,7.4,16,226,81,Maize,1.055174449
0.254419382,91,16,23,7.4,28,219,69,Paddy,1.771030643
0.34302209,91,16,23,7.4,16,188,72,Paddy,1.714461086
0.195229992,91,16,23,7.4,19,204,68,Sugarcane,58.05453136
0.19141713,91,16,23,7.4,16,155,72,Paddy,1.160176047
0.044091727,91,16,23,7.4,10,242,68,Sugarcane,54.19562362
0.075556482,91,16,23,7.4,22,246,65,Sugarcane,46.68581864
0.288412614,91,16,23,7.4,31,237,69,Maize,1.158593812
0.051720065,91,16,23,7.4,7,245,66,Wheat,2.257002993
0.98039246,91,16,23,7.4,30,180,55,Sugarcane,42.949941
0.254158756,91,16,23,7.4,16,185,61,Paddy,1.343550432
0.299413685,91,16,23,7.4,28,231,61,Maize,1.143320908
0.464631921,91,16,23,7.4,13,184,57,Maize,1.22820953
0.440366145,91,16,23,7.4,23,249,63,Wheat,2.211255736
0.233736486,91,16,23,7.4,15,224,83,Sugarcane,52.89334743
0.25358986,91,16,23,7.4,27,195,66,Sugarcane,56.50262806
0.196372369,91,16,23,7.4,8,178,58,Paddy,1.037472552
0.500925866,91,16,23,7.4,32,213,58,Paddy,2.579383958
0.177261139,91,16,23,7.4,32,218,67,Paddy,2.661155848
0.175440454,91,16,23,7.4,21,227,74,Maize,1.442597525
0.183049017,91,16,23,7.4,14,155,88,Wheat,2.604600066
0.25116712,91,16,23,7.4,31,151,88,Paddy,1.335107122
0.422598941,91,16,23,7.4,12,204,63,Sugarcane,50.07637462
0.337057517,91,16,23,7.4,32,230,65,Paddy,1.509365785
2.367955266,91,16,23,7.4,30,186,71,Paddy,1.29157892
0.220496629,91,16,23,7.4,28,174,56,Sugarcane,52.05907422
0.134823546,91,16,23,7.4,7,210,86,Maize,1.111872106
1.145873881,91,16,23,7.4,19,183,56,Sugarcane,41.20782624
0.410175845,91,16,23,7.4,28,218,65,Wheat,2.669467798
0.655457887,91,16,23,7.4,15,242,70,Sugarcane,49.17237658
0.121919357,91,16,23,7.4,27,209,65,Paddy,1.442037406
0.137582812,91,16,23,7.4,23,250,56,Wheat,1.677974862
0.065018913,91,16,23,7.4,9,189,57,Paddy,1.838517405
0.136568478,91,16,23,7.4,15,181,59,Maize,1.983695017
0.562484947,91,16,23,7.4,27,169,62,Maize,1.866798703
0.19694412,91,16,23,7.4,25,170,85,Maize,1.573142903
0.258982356,91,16,23,7.4,7,151,87,Sugarcane,53.72920133
0.141956806,91,16,23,7.4,7,187,88,Maize,1.730058291
0.407151978,91,16,23,7.4,30,178,73,Sugarcane,48.87662135
0.167523391,91,16,23,7.4,14,247,78,Sugarcane,46.48082032
0.369528802,91,16,23,7.4,28,183,78,Sugarcane,45.45766471
0.054439533,91,16,23,7.4,9,230,88,Sugarcane,45.73589649
0.175044755,91,16,23,7.4,27,195,84,Maize,1.420741635
0.122485513,91,16,23,7.4,16,178,73,Paddy,1.432503364
0.287348921,91,16,23,7.4,27,179,80,Maize,1.46520621
0.101296029,91,16,23,7.4,26,229,61,Sugarcane,59.3733318
0.128711258,91,16,23,7.4,7,158,72,Paddy,1.718518447
0.135773484,91,16,23,7.4,10,205,57,Wheat,2.022796493
1.521120888,91,16,23,7.4,19,153,80,Wheat,2.084914001
0.279735521,91,16,23,7.4,23,218,78,Sugarcane,41.69729433
0.181752242,91,16,23,7.4,11,225,64,Sugarcane,51.35908384
0.328704246,91,16,23,7.4,28,184,55,Paddy,1.490313686
0.10600071,91,16,23,7.4,14,152,84,Wheat,2.229811229
0.095985599,91,16,23,7.4,13,176,77,Wheat,1.361311982
0.247033007,91,16,23,7.4,20,179,81,Wheat,2.416692592
0.40132911,91,16,23,7.4,8,217,84,Wheat,1.100435213
0.157105456,91,16,23,7.4,27,152,78,Sugarcane,42.41115283
0.117743139,91,16,23,7.4,25,188,71,Paddy,1.156303955
0.20853097,91,16,23,7.4,9,181,85,Paddy,1.48926956
0.128619535,91,16,23,7.4,11,195,63,Paddy,1.433965322
0.106922772,91,16,23,7.4,18,198,60,Wheat,2.053146643
0.118623841,91,16,23,7.4,30,236,59,Maize,1.986559432
0.225490552,91,16,23,7.4,7,228,84,Paddy,2.573221084
0.66283367,91,16,23,7.4,10,183,86,Paddy,1.783262974
0.278176225,91,16,23,7.4,17,158,76,Sugarcane,56.98734757
0.197183162,91,16,23,7.4,12,245,57,Paddy,1.750579965
0.259025666,91,16,23,7.4,19,153,84,Sugarcane,46.79625497
0.458686307,91,16,23,7.4,9,201,84,Sugarcane,44.07780156
0.168752833,91,16,23,7.4,21,193,79,Maize,1.76134351
0.680040796,91,16,23,7.4,18,232,62,Paddy,1.561558375
0.164680245,91,16,23,7.4,21,238,62,Maize,1.32961309
0.183484533,91,16,23,7.4,26,225,58,Sugarcane,55.51084641
0.227049447,91,16,23,7.4,9,163,56,Maize,1.804442558
0.141149469,91,16,23,7.4,23,188,55,Wheat,1.369111855
0.17104104,91,16,23,7.4,11,209,84,Maize,1.399836893
0.356025434,91,16,23,7.4,24,216,67,Maize,1.695609265
0.547307497,91,16,23,7.4,25,178,80,Sugarcane,49.21009861
0.863029782,91,16,23,7.4,32,217,79,Paddy,2.364697411
0.795300506,91,16,23,7.4,12,155,62,Maize,1.514088755
0.163369293,91,16,23,7.4,9,220,83,Sugarcane,42.56951956
0.549231519,91,16,23,7.4,21,234,88,Sugarcane,58.16993379
0.841895628,91,16,23,7.4,12,192,75,Sugarcane,53.69707484
0.409774913,91,16,23,7.4,17,205,79,Sugarcane,45.62950309
0.43047405,91,16,23,7.4,31,171,73,Paddy,2.867049759
0.817839732,91,16,23,7.4,16,171,71,Sugarcane,40.69290649
0.970361703,91,16,23,7.4,19,224,87,Wheat,1.821598247
0.410962229,91,16,23,7.4,8,199,85,Paddy,2.671487775
0.080627828,91,16,23,7.4,31,199,66,Paddy,2.21863945
0.429902148,91,16,23,7.4,11,170,82,Wheat,2.943670534
0.678579336,91,16,23,7.4,30,221,85,Wheat,1.188184926
0.356596848,91,16,23,7.4,28,197,57,Wheat,2.768885623
0.066282986,91,16,23,7.4,25,219,63,Sugarcane,53.50545924
1.207570026,91,16,23,7.4,27,153,66,Sugarcane,41.53800246
0.188299003,91,16,23,7.4,14,247,85,Wheat,1.380166103
0.033213721,91,16,23,7.4,32,185,80,Wheat,2.519294902
0.137171625,91,16,23,7.4,13,210,84,Sugarcane,55.76505685
1.209900821,91,16,23,7.4,24,196,60,Wheat,2.980547843
0.29499769,91,16,23,7.4,16,177,67,Paddy,2.53612283
0.068463166,91,16,23,7.4,10,197,87,Sugarcane,49.75327169
0.092280269,91,16,23,7.4,30,205,77,Sugarcane,50.60714333
0.116333227,91,16,23,7.4,29,211,68,Wheat,2.832282773
0.008345469,91,16,23,7.4,32,210,72,Maize,1.192694798
0.138184851,91,16,23,7.4,30,191,65,Sugarcane,59.45787995
0.32776854,91,16,23,7.4,17,206,78,Maize,1.379474395
0.194225224,91,16,23,7.4,18,214,58,Paddy,2.147978211
0.244321481,91,16,23,7.4,25,164,70,Wheat,1.99848091
0.30062846,91,16,23,7.4,15,181,86,Paddy,2.374135317
0.197124293,91,16,23,7.4,17,214,67,Paddy,1.102066661
0.291585497,91,16,23,7.4,8,176,60,Wheat,2.533815652
0.280600249,91,16,23,7.4,9,197,80,Wheat,1.601535723
0.479225849,91,16,23,7.4,8,178,78,Wheat,1.14694056
0.244757243,91,16,23,7.4,14,226,73,Wheat,1.916591876
0.249036787,91,16,23,7.4,30,205,82,Maize,1.842832009
0.303493901,91,16,23,7.4,22,168,77,Paddy,1.747652145
0.148551904,91,16,23,7.4,26,250,57,Wheat,1.179783028
0.293766467,91,16,23,7.4,23,159,79,Sugarcane,42.53916226
0.165550227,91,16,23,7.4,15,200,73,Sugarcane,42.36826758
0.078016169,91,16,23,7.4,7,151,60,Maize,1.833496404
0.066325356,91,16,23,7.4,10,212,68,Wheat,2.581786654
0.166526468,91,16,23,7.4,30,203,61,Maize,1.033580506
0.131618555,91,16,23,7.4,28,173,71,Sugarcane,56.7170393
0.036730685,91,16,23,7.4,16,184,88,Sugarcane,55.14095265
0.031140273,91,16,23,7.4,9,157,64,Wheat,1.086770306
0.030787992,91,16,23,7.4,16,244,77,Paddy,2.488504965
0.037928977,91,16,23,7.4,12,249,75,Maize,1.645991491
0.116113363,91,16,23,7.4,7,187,85,Maize,1.014276031
0.14577672,91,16,23,7.4,31,237,67,Maize,1.976756917
0.092315239,91,16,23,7.4,21,200,82,Sugarcane,53.32611826
0.026563142,91,16,23,7.4,10,158,57,Wheat,2.294474048
0.015659525,91,16,23,7.4,11,220,78,Paddy,1.411750867
0.075539021,91,16,23,7.4,32,191,70,Maize,1.719297756
0.27063649,91,16,23,7.4,7,247,62,Maize,1.23330403
0.138597608,91,16,23,7.4,19,244,66,Paddy,2.021959218
0.241955691,91,16,23,7.4,22,208,69,Paddy,2.485532125
0.615497433,91,16,23,7.4,31,172,76,Sugarcane,48.43452552
0.910622837,91,16,23,7.4,13,167,72,Maize,1.028120537
0.114856682,91,16,23,7.4,32,205,87,Wheat,2.891519367
0.092114144,91,16,23,7.4,31,163,64,Sugarcane,43.77110214
0.09567301,91,16,23,7.4,15,200,72,Sugarcane,47.57049079
0.298758279,91,16,23,7.4,9,239,60,Maize,1.556420142
0.259536475,91,16,23,7.4,28,154,82,Sugarcane,59.71645159
0.04300836,91,16,23,7.4,12,187,60,Maize,1.808338468
0.073174392,91,16,23,7.4,18,210,67,Sugarcane,48.57530399
0.218056755,91,16,23,7.4,19,204,59,Sugarcane,46.01280308
0.027084755,91,16,23,7.4,19,216,79,Sugarcane,53.34127875
0.060733166,91,16,23,7.4,12,172,70,Wheat,1.910439491
0.053491001,91,16,23,7.4,12,163,56,Sugarcane,42.50324355
0.043487222,91,16,23,7.4,27,189,79,Wheat,1.757985189
0.121078457,91,16,23,7.4,14,239,79,Sugarcane,47.68959176
0.06827088,91,16,23,7.4,22,213,66,Sugarcane,59.18723787
0.024151573,91,16,23,7.4,28,173,56,Wheat,2.394150092
0.067845482,91,16,23,7.4,25,231,59,Sugarcane,51.72534209
0.050822158,91,16,23,7.4,20,186,67,Maize,1.727102162
0.099944485,91,16,23,7.4,15,240,63,Sugarcane,44.10974048
0.047930856,91,16,23,7.4,30,189,75,Maize,1.692919922
0.018592703,91,16,23,7.4,28,216,80,Wheat,2.626878124
0.07883237,91,16,23,7.4,21,225,69,Sugarcane,56.63727443
0.083250413,91,16,23,7.4,9,153,82,Maize,1.659829704
0.147188307,91,16,23,7.4,25,220,85,Wheat,2.35652631
0.102289861,91,16,23,7.4,24,185,64,Wheat,2.232438011
0.04834825,91,16,23,7.4,22,186,86,Paddy,2.392374033
0.096076903,91,16,23,7.4,14,185,68,Sugarcane,46.43163655
0.134378735,91,16,23,7.4,20,241,80,Sugarcane,51.30558041
0.112693749,91,16,23,7.4,18,181,57,Maize,1.878842653
0.063017364,91,16,23,7.4,28,188,55,Paddy,1.058056897
0.043299159,91,16,23,7.4,22,188,80,Paddy,1.346773952
0.041965023,91,16,23,7.4,23,197,59,Maize,1.118785635
0.024600525,91,16,23,7.4,30,203,55,Sugarcane,41.48277859
0.05273089,91,16,23,7.4,19,215,72,Paddy,2.015981109
0.058458218,91,16,23,7.4,15,234,65,Paddy,1.604488583
0.070877863,91,16,23,7.4,7,164,57,Paddy,1.128954883
0.168771461,91,16,23,7.4,11,247,84,Maize,1.940124376
0.02420413,91,16,23,7.4,8,169,88,Sugarcane,55.74732666
0.261420066,91,16,23,7.4,32,160,88,Wheat,2.339550308
0.289675814,91,16,23,7.4,12,173,69,Sugarcane,40.57302991
0.216487643,91,16,23,7.4,21,199,57,Wheat,1.793735156
0.677816845,91,16,23,7.4,30,225,88,Paddy,1.835930016
0.453476827,91,16,23,7.4,27,228,57,Sugarcane,54.63361155
0.361139357,91,16,23,7.4,8,235,74,Maize,1.134376859
0.030992778,91,16,23,7.4,18,209,82,Sugarcane,43.86694113
0.17119308,91,16,23,7.4,23,195,56,Paddy,1.012069295
0.065497642,91,16,23,7.4,9,226,78,Wheat,2.838814663
0.170544588,91,16,23,7.4,20,222,87,Wheat,1.714838207
0.390920462,91,16,23,7.4,23,239,78,Paddy,2.556502357
0.121372089,91,16,23,7.4,25,154,70,Wheat,1.705999224
0.087683194,91,16,23,7.4,18,162,83,Maize,1.067626456
0.070469126,91,16,23,7.4,28,161,79,Maize,1.69974368
0.913439555,91,16,23,7.4,9,185,82,Sugarcane,54.23642434
0.124093985,91,16,23,7.4,18,172,58,Wheat,1.943832784
1.05063632,91,16,23,7.4,18,185,56,Paddy,2.564333483
0.341257393,91,16,23,7.4,15,212,83,Paddy,1.180243873
0.760402217,91,16,23,7.4,8,162,73,Paddy,2.013405904
0.431145452,91,16,23,7.4,14,207,87,Paddy,2.755595472
0.29982694,91,16,23,7.4,27,217,81,Wheat,1.793524003
0.161370907,91,16,23,7.4,11,164,79,Maize,1.362816215
0.327871908,91,16,23,7.4,18,187,81,Sugarcane,46.95806871
0.688487672,91,16,23,7.4,13,229,72,Wheat,1.230096334
1.205263704,91,16,23,7.4,14,198,85,Paddy,1.592300117
0.080280578,91,16,23,7.4,11,214,72,Paddy,1.815747399
0.333777956,91,16,23,7.4,10,150,63,Sugarcane,45.53634496
0.102042441,91,16,23,7.4,25,244,63,Maize,1.796443812
0.151006554,91,16,23,7.4,17,204,67,Sugarcane,42.29587917
0.198016817,91,16,23,7.4,7,213,80,Sugarcane,52.75924028
0.065492282,91,16,23,7.4,11,151,80,Wheat,2.423379563
0.363420517,91,16,23,7.4,24,226,75,Sugarcane,49.17098623
0.01060832,91,16,23,7.4,20,178,80,Maize,1.491159767
0.261109082,91,16,23,7.4,20,228,78,Sugarcane,47.2722826
0.229769711,91,16,23,7.4,9,183,63,Wheat,2.803602379
0.104676513,91,16,23,7.4,24,157,87,Sugarcane,41.8316405
0.051366328,91,16,23,7.4,19,236,79,Paddy,1.363966803
0.137278195,91,16,23,7.4,8,248,64,Paddy,2.730665088
0.095056699,91,16,23,7.4,18,197,81,Maize,1.032105447
0.268670226,91,16,23,7.4,19,167,66,Paddy,2.300350289
0.776625081,91,16,23,7.4,31,246,86,Wheat,2.82765048
0.073420414,91,16,23,7.4,15,228,64,Paddy,1.617160871
0.064764875,91,16,23,7.4,9,249,74,Sugarcane,58.00652395
0.12171153,91,16,23,7.4,8,183,80,Sugarcane,55.75518133
0.038494236,91,16,23,7.4,15,154,83,Wheat,2.24612858
0.240456894,91,16,23,7.4,24,165,70,Paddy,2.257113578
0.057450051,91,16,23,7.4,31,198,61,Paddy,1.020734175
0.046796639,91,16,23,7.4,9,204,79,Sugarcane,57.51630252
0.007989019,91,16,23,7.4,24,247,58,Sugarcane,51.79108907
0.041585282,91,16,23,7.4,26,233,57,Sugarcane,58.64886564
0.315539536,91,16,23,7.4,27,185,72,Wheat,1.043490779
0.051446852,91,16,23,7.4,7,160,75,Paddy,2.760959759
0.222804124,91,16,23,7.4,23,225,83,Wheat,1.061530519
0.01233746,91,16,23,7.4,22,191,77,Wheat,2.55759253
0.02696707,91,16,23,7.4,8,219,62,Sugarcane,51.2101377
0.212151169,91,16,23,7.4,23,173,69,Sugarcane,51.7537825
0.297548435,91,16,23,7.4,12,161,77,Sugarcane,46.10922411
0.14619337,91,16,23,7.4,7,227,67,Sugarcane,48.67956331
0.083222153,91,16,23,7.4,24,194,78,Wheat,2.852472347
0.23940863,91,16,23,7.4,17,215,68,Paddy,2.308641056
0.267861626,91,16,23,7.4,18,157,86,Wheat,2.189079635
0.213263348,91,16,23,7.4,31,198,84,Sugarcane,51.62090126
0.317698031,91,16,23,7.4,14,217,64,Paddy,2.504419352
0.058666451,91,16,23,7.4,17,199,83,Maize,1.711801303
0.310156633,91,16,23,7.4,15,159,72,Sugarcane,46.36350838
0.110165722,91,16,23,7.4,21,221,61,Paddy,1.18859984
0.161944105,91,16,23,7.4,19,171,81,Wheat,1.38545433
0.266728862,91,16,23,7.4,32,225,86,Paddy,2.466474006
0.177811079,91,16,23,7.4,27,191,72,Maize,1.930612243
0.435111499,91,16,23,7.4,32,195,57,Sugarcane,52.68100308
0.434745392,91,16,23,7.4,31,182,85,Wheat,1.506205434
0.550412419,91,16,23,7.4,26,247,56,Sugarcane,41.70812286
0.232481315,91,16,23,7.4,30,229,85,Maize,1.850169168
0.530757595,91,16,23,7.4,24,154,70,Sugarcane,55.60790345
0.491278326,91,16,23,7.4,12,204,86,Paddy,1.254285801
0.667508362,91,16,23,7.4,27,228,62,Wheat,1.331190231
0.100156476,91,16,23,7.4,11,244,63,Wheat,1.632469212
0.096331455,91,16,23,7.4,16,155,77,Maize,1.294206251
0.448823946,91,16,23,7.4,10,226,76,Wheat,2.711786112
0.343981899,91,16,23,7.4,27,172,63,Maize,1.068167277
0.111991092,91,16,23,7.4,20,200,79,Sugarcane,42.74696165
0.124278351,91,16,23,7.4,20,161,83,Maize,1.582446137
0.049974253,91,16,23,7.4,14,184,55,Sugarcane,48.2796812
0.120652148,91,16,23,7.4,9,196,55,Paddy,1.345527908
0.008690256,91,16,23,7.4,13,163,86,Maize,1.727287155
0.07620611,91,16,23,7.4,29,152,81,Paddy,1.815024003
0.208665504,91,16,23,7.4,26,185,69,Paddy,1.970388783
0.269431502,91,16,23,7.4,28,202,81,Sugarcane,49.09286166
0.112684683,91,16,23,7.4,11,156,88,Paddy,2.321559557
0.099960687,91,16,23,7.4,24,232,69,Maize,1.399664121
0.101119976,91,16,23,7.4,29,158,60,Maize,1.617998258
0.263657464,91,16,23,7.4,26,190,70,Maize,1.0661961
0.136169901,91,16,23,7.4,27,232,69,Sugarcane,57.15489295
0.079568659,91,16,23,7.4,29,156,58,Maize,1.478434874
0.135873692,91,16,23,7.4,22,181,64,Wheat,2.038292172
0.114450233,91,16,23,7.4,19,240,61,Wheat,1.492033746
0.211041092,91,16,23,7.4,23,178,82,Wheat,1.938170958
0.047515359,91,16,23,7.4,11,244,86,Wheat,2.338511255
0.17476285,91,16,23,7.4,15,207,57,Paddy,0.940633634
0.062185095,91,16,23,7.4,22,188,88,Sugarcane,45.43506858
0.055721709,91,16,23,7.4,28,184,83,Paddy,2.48204862
0.145297788,91,16,23,7.4,30,227,77,Maize,1.860593066
0.039510895,91,16,23,7.4,28,201,85,Sugarcane,53.73651083
0.04739451,91,16,23,7.4,24,203,58,Sugarcane,59.687581
0.293542561,91,16,23,7.4,30,192,59,Paddy,2.322106143
0.219812959,91,16,23,7.4,24,175,74,Wheat,1.112100972
0.141261608,91,16,23,7.4,19,167,63,Sugarcane,54.84392523
0.371262946,91,16,23,7.4,18,226,69,Sugarcane,55.57751199
0.220516424,91,16,23,7.4,7,169,88,Maize,1.069687077
0.354600978,91,16,23,7.4,17,159,65,Wheat,2.109502153
0.338291474,91,16,23,7.4,24,194,61,Paddy,2.683870994
0.336547666,91,16,23,7.4,27,160,62,Paddy,2.849749785
0.561625725,91,16,23,7.4,31,234,61,Sugarcane,47.08652253
0.263093192,91,16,23,7.4,25,245,87,Wheat,1.123585452
0.266622068,91,16,23,7.4,13,202,70,Wheat,1.478390443
0.258668227,91,16,23,7.4,24,165,74,Maize,1.472537333
0.690610156,91,16,23,7.4,27,198,73,Paddy,2.334218739
0.516327109,91,16,23,7.4,15,157,77,Maize,1.361855663
1.002354019,91,16,23,7.4,26,159,80,Maize,1.784072203
0.03775585,90,12,26,7.9,25,197,80,Paddy,1.494774455
0.116215171,90,12,26,7.9,24,198,66,Wheat,2.133499069
0.036037839,90,12,26,7.9,22,230,88,Sugarcane,54.33642695
0.117347853,90,12,26,7.9,8,209,78,Maize,1.159011187
0.04082999,90,12,26,7.9,15,218,80,Wheat,2.12420226
0.1535223,90,12,26,7.9,17,247,71,Maize,1.263725934
0.061454489,90,12,26,7.9,7,234,59,Paddy,1.096822011
0.198740001,84,20,28,5.1,24,156,79,Paddy,1.697970205
0.185862792,84,20,28,5.1,24,197,83,Sugarcane,46.50136695
0.126171768,90,12,26,7.9,16,233,71,Sugarcane,44.36217974
0.16165018,90,12,26,7.9,30,176,61,Maize,1.589173502
0.075857543,90,12,26,7.9,10,188,59,Paddy,2.329417288
0.161881671,90,12,26,7.9,24,250,57,Maize,1.31781568
0.216032496,84,20,28,5.1,10,186,86,Maize,1.29892353
0.103002051,90,12,26,7.9,29,242,63,Paddy,2.462756895
0.066524425,90,12,26,7.9,24,178,67,Wheat,1.971949746
0.246734567,84,20,28,5.1,26,155,62,Maize,1.337125794
0.068111321,90,12,26,7.9,7,215,76,Paddy,0.976176598
0.12685611,90,12,26,7.9,31,194,66,Sugarcane,43.43165079
0.372917242,84,20,28,5.1,19,196,75,Wheat,1.397987128
1.138600627,90,12,26,7.9,29,195,66,Sugarcane,41.52581691
0.28266653,84,20,28,5.1,19,250,84,Maize,1.792385147
0.646256388,84,20,28,5.1,12,248,74,Maize,1.932763841
0.718333088,84,20,28,5.1,31,214,56,Wheat,1.620747135
0.095889792,90,12,26,7.9,18,204,67,Wheat,2.641677847
0.121886516,90,12,26,7.9,28,182,61,Wheat,1.881483645
0.124571169,90,12,26,7.9,9,154,66,Wheat,2.236520744
0.099925561,90,12,26,7.9,19,200,70,Sugarcane,47.73826373
0.167967766,84,20,28,5.1,12,156,68,Paddy,1.428743567
0.065125386,90,12,26,7.9,27,222,78,Sugarcane,59.32619104
0.266899942,84,20,28,5.1,31,161,74,Paddy,1.846597501
0.090022289,90,12,26,7.9,28,215,68,Wheat,2.600645656
0.084582648,90,12,26,7.9,15,190,79,Maize,1.227632995
0.094841242,90,12,26,7.9,25,219,68,Sugarcane,49.75976019
0.099222112,90,12,26,7.9,14,241,81,Sugarcane,53.8062621
0.100422053,90,12,26,7.9,13,245,75,Sugarcane,59.82854408
0.115556218,90,12,26,7.9,24,189,72,Maize,1.508560207
0.063573206,90,12,26,7.9,28,198,66,Sugarcane,55.17436259
